VERB	WORD_ID	SENTENCE	LEMMA	PASS	PART	SCF	IN/RP	CORRECT SCF	CORRECT IN/RP	STC_ID	COMMENT
be	3	You must [be] very tidy .	be	0	0	acomp	0	acomp	0	830	#
Filled	1	[Filled] a little water in the bottles .	fill	0	0	dobj_N:prep=>pobj	in	dobj_N:prep=>pobj	in	831	#
think	2	I [think] soap operas is a discussing program .	think	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	832	#
are	2	There [are] 20 desks and 14 chairs .	be	0	0	xcomp_N	0	xcomp_N	0	833	#
're	4	I know you ['re] an adventurous and daring person .	be	0	0	xcomp_N	0	xcomp_N	0	834	#
is	3	"My name [is] Katharina and I 'm running for student council president ,"	be	0	0	xcomp_N	0	xcomp_N	0	835	#
running	8	"My name is Katharina and I 'm [running] for student council president ,"	run	0	0	prep=>pobj	for	prep=>pobj	for	835	#
have	4	You will not [have] any regrets !	have	0	0	dobj_N	0	dobj_N	0	836	#
hope	2	I [hope] you 're doing well this week .	hope	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	837	#
doing	5	I hope you 're [doing] well this week .	do	0	0	advmod	0	advmod	0	837	#
are	4	"Also , there [are] 12 desks and 14 chairs ."	be	0	0	xcomp_N	0	xcomp_N	0	838	#
assure	2	I [assure] you that it will never happen again .	assure	0	0	ccomp_VTENSED=>mark-that:dobj_N	0	ccomp_VTENSED=>mark-that:dobj_N	0	839	#
happen	8	I assure you that it will never [happen] again .	happen	0	0	su	0	su	0	839	#
is	2	"This [is] a spacious apartment with parking , perfect for a single person or young couple ."	be	0	0	xcomp_N	0	xcomp_N	0	840	#
holding	19	"There is a yellow woman inside the painting with a square face , a narrow rectangular body , [holding] her arms towards the sky ."	hold	0	0	dobj_N:prep=>pobj	towards	dobj_N:prep=>pobj	towards	841	#
called	4	After finally I [called] the policeman .	call	0	0	dobj_N	0	dobj_N	0	842	#
refused	3	Therefore I [refused] to stay there .	refuse	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	843	#
eat	2	We [eat] chafing dish and go shopping .	eat	0	0	dobj_N	0	dobj_N	0	845	#
go	6	We eat chafing dish and [go] shopping .	go	0	0	xcomp_VING	0	xcomp_VING	0	845	#
need	2	I [need] to take my umbrella .	need	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	846	#
take	4	I need to [take] my umbrella .	take	0	0	dobj_N	0	dobj_N	0	846	#
is	9	Service robotics with relation to the escort robot [is] the field Hiro Takashi deals with .	be	0	0	xcomp_N	0	xcomp_N	0	847	#
deals	14	Service robotics with relation to the escort robot is the field Hiro Takashi [deals] with .	deal	0	0	prep=>pobj	with	prep=>pobj	with	847	#
's	2	It ['s] also part of the permanent collection and it 's expected to be a well visited exhibition .	be	0	0	xcomp_N	0	xcomp_N	0	848	#
expected	12	It 's also part of the permanent collection and it 's [expected] to be a well visited exhibition .	expect	1	0	dobj_N:xcomp_VBARE=>aux_TO	0	dobj_N:xcomp_VBARE=>aux_TO	0	848	#
be	14	It 's also part of the permanent collection and it 's expected to [be] a well visited exhibition .	be	0	0	xcomp_N	0	xcomp_N	0	848	#
was	5	3 . The cabin [was] dirty ; beds were uncomfortable ; bathrooms were dirty and disgusting	be	0	0	acomp	0	acomp	0	849	#
were	9	3 . The cabin was dirty ; beds [were] uncomfortable ; bathrooms were dirty and disgusting	be	0	0	acomp	0	acomp	0	849	#
mention	4	"Third , someone [mention] that you are untidy ."	mention	0	0	ccomp_VTENSED=>mark-that	0	ccomp_VTENSED=>mark-that	0	850	#
are	7	"Third , someone mention that you [are] untidy ."	be	0	0	acomp	0	acomp	0	850	#
work	11	You may know that almost 90 % of the employers [work] at home .	work	0	0	prep=>pobj	at	prep=>pobj	at	851	#
believe	4	I could n't [believe] my eyes when I saw how much they were asking for .	believe	0	0	dobj_N	0	dobj_N	0	852	#
asking	14	I could n't believe my eyes when I saw how much they were [asking] for .	ask	0	0	prep=>pobj	for	prep=>pobj	for	852	#
found	11	Some times when I was talking to my colleague I [found] their expression is very confused .	find	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	853	#
is	14	Some times when I was talking to my colleague I found their expression [is] very confused .	be	0	0	acomp	0	acomp	0	853	#
follow	3	"If you [follow] these rules , you , as I said , will save money and improve your life 's quality ."	follow	0	0	dobj_N	0	dobj_N	0	854	#
save	14	"If you follow these rules , you , as I said , will [save] money and improve your life 's quality ."	save	0	0	dobj_N	0	dobj_N	0	854	#
improve	17	"If you follow these rules , you , as I said , will save money and [improve] your life 's quality ."	improve	0	0	dobj_N	0	dobj_N	0	854	#
have	3	If we [have] enough players we can play soccar .	have	0	0	dobj_N	0	dobj_N	0	855	#
play	8	If we have enough players we can [play] soccar .	play	0	0	dobj_N	0	dobj_N	0	855	#
said	4	Your travel brochure [said] that everything was included in the package .	say	0	0	ccomp_VTENSED=>mark-that	0	ccomp_VTENSED=>mark-that	0	856	#
take	11	"But if scored a strike , then the player will [take] two more shoot ."	take	0	0	dobj_N	0	dobj_N	0	857	#
is	3	The answer [is] to spice something .	be	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	858	#
spice	5	The answer is to [spice] something .	spice	0	0	dobj_N	0	dobj_N	0	858	#
is	2	"It [is] more cheap than any industrialized antibioc , and best for our health ."	be	0	0	acomp	0	acomp	0	859	#
's	3	But it ['s] better than nothing .	be	0	0	acomp	0	acomp	0	860	#
improve	3	"You have [improve] your time management , I advise you to visit some time management trainings if you ca n't do it by yourself ."	improve	0	0	dobj_N	0	dobj_N	0	861	#
advise	9	"You have improve your time management , I [advise] you to visit some time management trainings if you ca n't do it by yourself ."	advise	0	0	dobj_N:xcomp_VBARE=>aux_TO	0	dobj_N:xcomp_VBARE=>aux_TO	0	861	#
visit	12	"You have improve your time management , I advise you to [visit] some time management trainings if you ca n't do it by yourself ."	visit	0	0	dobj_N	0	dobj_N	0	861	#
going	5	Tomorrow the weather is [going] to be very hot and sunny .	go	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	862	#
be	7	Tomorrow the weather is going to [be] very hot and sunny .	be	0	0	acomp	0	acomp	0	862	#
clean	2	I [clean] the house and sweep the floor two times a week .	clean	0	0	dobj_N	0	dobj_N	0	864	#
sweep	6	I clean the house and [sweep] the floor two times a week .	sweep	0	0	dobj_N	0	dobj_N	0	864	#
offers	3	"The kitchen [offers] modern stainless steel appliances , granite countertops and a hand-painted backsplash ."	offer	0	0	dobj_N	0	dobj_N	0	865	#
has	2	He [has] short black hair and grey eyes .	have	0	0	dobj_N	0	dobj_N	0	866	#
have	6	Why do many big businesses [have] a gender and leadership problem ?	have	0	0	dobj_N	0	dobj_N	0	867	#
consider	3	Do you [consider] yourself to be prejudiced ?	consider	0	0	dobj_N:xcomp_VBARE=>aux_TO	0	dobj_N:xcomp_VBARE=>aux_TO	0	868	#
like	2	"I [like] playing tennis , swimming and doing yoga ."	like	0	0	xcomp_VING	0	xcomp_VING	0	869	#
playing	3	"I like [playing] tennis , swimming and doing yoga ."	play	0	0	dobj_N	0	dobj_N	0	869	#
swimming	6	"I like playing tennis , [swimming] and doing yoga ."	swim	0	0	su	0	su	0	869	#
doing	8	"I like playing tennis , swimming and [doing] yoga ."	do	0	0	dobj_N	0	dobj_N	0	869	#
inform	7	It is with great pleasure to [inform] you as our shareholders and clients of a change to company 's logo .	inform	0	0	dobj_N:prep=>pobj	of	dobj_N:prep=>pobj	of	870	#
think	3	So I [think] my economic condition can afford the mortgage of the flat .	think	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	871	#
afford	8	So I think my economic condition can [afford] the mortgage of the flat .	afford	0	0	dobj_N	0	dobj_N	0	871	#
are	6	But all of them now [are] in the past .	be	0	0	prep=>pobj	in	prep=>pobj	in	872	#
is	4	My favorite day [is] Sunday .	be	0	0	xcomp_N	0	xcomp_N	0	873	#
is	3	House size [is] 111.78 square meters .	be	0	0	xcomp_N	0	xcomp_N	0	874	#
lost	5	And we have still [lost] more and more market share in the last 2 years in the international market .	lose	0	0	dobj_N	0	dobj_N	0	875	#
play	3	you can [play] tennis on the beach .	play	0	0	dobj_N	0	dobj_N	0	876	#
are	3	Most people [are] not interested in buying winter hats in the summer .	be	0	0	acomp	0	acomp	0	877	#
buying	7	Most people are not interested in [buying] winter hats in the summer .	buy	0	0	dobj_N	0	dobj_N	0	877	#
'm	2	"I ['m] so sorry that I missed your wedding , but I had a bad cold ."	be	0	0	acomp	0	acomp	0	878	#
missed	7	"I 'm so sorry that I [missed] your wedding , but I had a bad cold ."	miss	0	0	dobj_N	0	dobj_N	0	878	#
had	13	"I 'm so sorry that I missed your wedding , but I [had] a bad cold ."	have	0	0	dobj_N	0	dobj_N	0	878	#
dreamed	2	"I [dreamed] one day I won a million dollars , I quit my job and travel around the world ."	dream	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	880	#
quit	12	"I dreamed one day I won a million dollars , I [quit] my job and travel around the world ."	quit	0	0	dobj_N	0	dobj_N	0	880	#
work	6	I do n't want to [work] anymore .	work	0	0	su	0	su	0	881	#
See	1	"[See] you soon , Tiago Santana ."	see	0	0	dobj_N	0	dobj_N	0	882	#
like	9	"In the future , if our company would [like] to expand young men market , we should invest more on the magines supported by extensive website content ."	like	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	883	#
expand	11	"In the future , if our company would like to [expand] young men market , we should invest more on the magines supported by extensive website content ."	expand	0	0	dobj_N	0	dobj_N	0	883	#
supported	23	"In the future , if our company would like to expand young men market , we should invest more on the magines [supported] by extensive website content ."	support	0	1	dobj_N	0	dobj_N	0	883	#
is	2	What [is] the main focus in the sphere of selling ?	be	0	0	xcomp_N	0	xcomp_N	0	884	#
need	4	Why the women [need] to suffer too discrination yet if they are able for a job as the men as are ?	need	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	885	#
want	2	I [want] to inform you that we want to continue our work .	want	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	887	#
continue	10	I want to inform you that we want to [continue] our work .	continue	0	0	dobj_N	0	dobj_N	0	887	#
Feed	1	"[Feed] the fish on Monday , Wednesday and Friday afternoon ."	feed	0	0	dobj_N	0	dobj_N	0	888	#
was	3	But it [was] imposible .	be	0	0	acomp	0	acomp	0	889	#
Hope	1	[Hope] you have a nice weekend too .	hope	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	890	#
have	3	Hope you [have] a nice weekend too .	have	0	0	dobj_N	0	dobj_N	0	890	#
found	4	You 'll never [found] any other place like this .	find	0	0	dobj_N	0	dobj_N	0	891	#
be	10	The ticket you can buy in advance so will [be] quieter .	be	0	0	acomp	0	acomp	0	892	#
been	4	It could have [been] a hoax that it can ward off the evil spirits .	be	0	0	xcomp_N	0	xcomp_N	0	895	#
ward	10	It could have been a hoax that it can [ward] off the evil spirits .	ward	0	0	dobj_N:prt	off	dobj_N:prt	off	895	#
have	4	"At night I [have] a other shower , I and my wife , we watch Tv and at 11 we go to bed ."	have	0	0	dobj_N	0	dobj_N	0	896	#
watch	15	"At night I have a other shower , I and my wife , we [watch] Tv and at 11 we go to bed ."	watch	0	0	dobj_N	0	dobj_N	0	896	#
go	21	"At night I have a other shower , I and my wife , we watch Tv and at 11 we [go] to bed ."	go	0	0	prep=>pobj	to	prep=>pobj	to	896	#
known	9	"Moreover , it would be amazing get to [known] prestigious authors ."	know	0	0	dobj_N	0	dobj_N	0	897	#
seems	2	"It [seems] that she has messed up her life , that is boring ."	seem	0	0	ccomp_VTENSED=>mark-that	0	ccomp_VTENSED=>mark-that	0	898	#
messed	6	"It seems that she has [messed] up her life , that is boring ."	mess	0	0	dobj_N:prt	up	dobj_N:prt	up	898	#
is	12	"It seems that she has messed up her life , that [is] boring ."	be	0	0	acomp	0	acomp	0	898	#
are	3	"The bathrooms [are] bright and airy , with chrome fixtures ."	be	0	0	acomp	0	acomp	0	899	#
be	3	"It will [be] so much easier than getting up at 7 a.m. every morning , commuting hours to work and sitting in a boring old office ."	be	0	0	acomp	0	acomp	0	900	#
work	19	"It will be so much easier than getting up at 7 a.m. every morning , commuting hours to [work] and sitting in a boring old office ."	work	0	0	su	0	su	0	900	#
sitting	21	"It will be so much easier than getting up at 7 a.m. every morning , commuting hours to work and [sitting] in a boring old office ."	sit	0	0	prep=>pobj	in	prep=>pobj	in	900	#
think	2	I [think] that is an attractive point .	think	0	0	ccomp_VTENSED=>mark-that	0	ccomp_VTENSED=>mark-that	0	901	#
is	4	I think that [is] an attractive point .	be	0	0	xcomp_N	0	xcomp_N	0	901	#
m	4	"Sometimes I ? [m] very tired in the evening , because it ? s very difficult to look the whole day on the monitor ."	be	0	0	acomp	0	acomp	0	902	#
s	14	"Sometimes I ? m very tired in the evening , because it ? [s] very difficult to look the whole day on the monitor ."	be	0	0	acomp	0	acomp	0	902	#
encourage	4	I ca n't [encourage] you more to apply for this job because it is by for the most amazing job I can find for you .	encourage	0	0	dobj_N:xcomp_VBARE=>aux_TO	0	dobj_N:xcomp_VBARE=>aux_TO	0	903	#
apply	8	I ca n't encourage you more to [apply] for this job because it is by for the most amazing job I can find for you .	apply	0	0	prep=>pobj	for	prep=>pobj	for	903	#
is	14	I ca n't encourage you more to apply for this job because it [is] by for the most amazing job I can find for you .	be	0	0	xcomp_N	0	xcomp_N	0	903	#
find	23	I ca n't encourage you more to apply for this job because it is by for the most amazing job I can [find] for you .	find	0	0	dobj_N:prep=>pobj	for	dobj_N:prep=>pobj	for	903	#
is	7	The name of my nativ city [is] Quedlinburg .	be	0	0	xcomp_N	0	xcomp_N	0	904	#
is	2	This [is] by far the best job I could find for you .	be	0	0	xcomp_N	0	xcomp_N	0	905	#
find	10	This is by far the best job I could [find] for you .	find	0	0	dobj_N:prep=>pobj	for	dobj_N:prep=>pobj	for	905	#
are	3	The walls [are] green and curtains are white .	be	0	0	acomp	0	acomp	0	906	#
are	7	The walls are green and curtains [are] white .	be	0	0	acomp	0	acomp	0	906	#
are	2	Here [are] few things that you should remember about the Canadian culture before coming .	be	0	0	xcomp_N	0	xcomp_N	0	907	#
coming	14	Here are few things that you should remember about the Canadian culture before [coming] .	come	0	0	su	0	su	0	907	#
want	4	"If you really [want] to go a restaurant , you should go to cheaper restaurants ."	want	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	908	#
go	6	"If you really want to [go] a restaurant , you should go to cheaper restaurants ."	go	0	0	dobj_N	0	prep=>pobj	to	908	#
go	12	"If you really want to go a restaurant , you should [go] to cheaper restaurants ."	go	0	0	prep=>pobj	to	prep=>pobj	to	908	#
are	5	"My mother and father [are] hardworking , patient and clever ."	be	0	0	acomp	0	acomp	0	909	#
have	2	We [have] different sizes and colors of pens .	have	0	0	dobj_N	0	dobj_N	0	910	#
have	3	Maybe we [have] diffierent result .	have	0	0	dobj_N	0	dobj_N	0	911	#
need	4	Of course I [need] to work during this time for survive .	need	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	912	#
talk	3	I need [talk] to phone all day I always have meeting and somentimes I travel to other plant .	talk	0	0	prep=>pobj	to	prep=>pobj	on	913	#
have	10	I need talk to phone all day I always [have] meeting and somentimes I travel to other plant .	have	0	0	dobj_N	0	dobj_N	0	913	#
travel	15	I need talk to phone all day I always have meeting and somentimes I [travel] to other plant .	travel	0	0	prep=>pobj	to	prep=>pobj	to	913	#
started	2	I [started] elementary school in 1983 when I was 7 years old and I learned go bike when I was 8 years old .	start	0	0	dobj_N	0	dobj_N	0	914	#
learned	15	I started elementary school in 1983 when I was 7 years old and I [learned] go bike when I was 8 years old .	learn	0	0	xcomp_VBARE	0	xcomp_VBARE=>aux_TO	0	914	#
is	6	Player with the most points [is] the winner .	be	0	0	xcomp_N	0	xcomp_N	0	915	#
like	3	I 'd [like] to invite you to my party .	like	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	916	#
invite	5	I 'd like to [invite] you to my party .	invite	0	0	dobj_N:prep=>pobj	to	dobj_N:prep=>pobj	to	916	#
is	4	The purple top [is] cheap and nice .	be	0	0	acomp	0	acomp	0	917	#
share	8	I would really appreciate if you could [share] your oppinion about my choice .	share	0	0	dobj_N	0	dobj_N	0	918	#
serve	3	I always [serve] food and drink .	serve	0	0	dobj_N	0	dobj_N	0	919	#
bringing	3	"We 're [bringing] some chicken sandwiches and for think , some water and wine ."	bring	0	0	dobj_N	0	dobj_N	0	920	#
is	3	When there [is] direct discrimination ?	be	0	0	xcomp_N	0	xcomp_N	0	922	#
be	4	"My husband would [be] attentive and tender , do everything to make our family happy ."	be	0	0	acomp	0	acomp	0	923	#
do	9	"My husband would be attentive and tender , [do] everything to make our family happy ."	do	0	0	dobj_N	0	dobj_N	0	923	#
make	12	"My husband would be attentive and tender , do everything to [make] our family happy ."	make	0	0	dobj_N:xcomp_ADJ	0	dobj_N:xcomp_ADJ	0	923	#
play	5	"At night , I [play] computer games ."	play	0	0	dobj_N	0	dobj_N	0	924	#
learn	9	"And from a company side , you will [learn] how to handle emergent case timely and right ."	learn	0	0	ccomp_WHCOMP	0	ccomp_WHCOMP	0	925	#
handle	12	"And from a company side , you will learn how to [handle] emergent case timely and right ."	handle	0	0	dobj_N	0	dobj_N	0	925	#
Give	1	[Give] food to the fishes every two days .	give	0	0	dobj_N:prep=>pobj	to	dobj_N:prep=>pobj	to	926	#
feeding	11	"you 'll have the opportunity to be closer them and [feeding] them , what is wonderful ."	feed	0	0	dobj_N	0	dobj_N	0	927	#
is	15	"you 'll have the opportunity to be closer them and feeding them , what [is] wonderful ."	be	0	0	acomp	0	acomp	0	927	#
live	6	"Anyway , whatever who will [live] with you ."	live	0	0	prep=>pobj	with	prep=>pobj	with	928	#
be	4	New company will [be] a trade of spare parts company .	be	0	0	xcomp_N	0	xcomp_N	0	929	#
sets	2	Granny [sets] the table at 6pm .	set	0	0	dobj_N	0	dobj_N	0	930	#
is	4	And our goal [is] to win the first place in ` Sozvezdie ' Festival this spring .	be	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	931	#
win	6	And our goal is to [win] the first place in ` Sozvezdie ' Festival this spring .	win	0	0	dobj_N	0	dobj_N	0	931	#
want	2	"I [want] to play with my daughter , teach her ."	want	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	932	#
teach	9	"I want to play with my daughter , [teach] her ."	teach	0	0	dobj_N	0	dobj_N	0	932	#
start	2	to [start] with i was offered a special dish .	start	0	0	prt	with	prt	with	934	#
go	9	In winter we go to the cinema and [go] to the shopping .	go	0	0	prep=>pobj	to	prep=>pobj	to	936	#
been	4	"Because I have [been] a socialist for five years , I got the survey between the poor person and the rich men ."	be	0	0	xcomp_N	0	xcomp_N	0	937	#
do	5	But I ca n't [do] this work because I did n't understand what was being asked to do .	do	0	0	dobj_N	0	dobj_N	0	938	#
understand	12	But I ca n't do this work because I did n't [understand] what was being asked to do .	understand	0	0	ccomp_WHCOMP	0	ccomp_WHCOMP	0	938	#
do	18	But I ca n't do this work because I did n't understand what was being asked to [do] .	do	0	0	dobj_N	0	dobj_N	0	938	#
fight	3	I will [fight] for your right of a free evening on every day of the week .	fight	0	0	prep=>pobj	for	prep=>pobj	for	939	#
wear	4	"Women ca n't [wear] jeans , mini skirt and T-shirt ."	wear	0	0	dobj_N	0	dobj_N	0	940	#
have	5	"Besides , you 'll [have] regular trips to observe wild crocodiles ."	have	0	0	dobj_N	0	dobj_N	0	941	#
observe	9	"Besides , you 'll have regular trips to [observe] wild crocodiles ."	observe	0	0	dobj_N	0	dobj_N	0	941	#
is	4	"However , she [is] willing to meet these demands if the perfect property is found for her family ."	be	0	0	acomp	0	acomp	0	943	#
meet	7	"However , she is willing to [meet] these demands if the perfect property is found for her family ."	meet	0	0	dobj_N	0	dobj_N	0	943	#
found	15	"However , she is willing to meet these demands if the perfect property is [found] for her family ."	find	0	0	dobj_N:prep=>pobj	for	dobj_N:prep=>pobj	for	943	#
come	5	"Annually , we will [come] to visit her and give her a memorable birthday ."	come	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	945	#
visit	7	"Annually , we will come to [visit] her and give her a memorable birthday ."	visit	0	0	dobj_N	0	dobj_N	0	945	#
give	10	"Annually , we will come to visit her and [give] her a memorable birthday ."	give	0	0	dobj_N:iobj	0	dobj_N:iobj	0	945	#
's	4	Even if it ['s] just a gossip we can bet that had something wrong tho start those comments .	be	0	0	xcomp_N	0	xcomp_N	0	946	#
bet	10	Even if it 's just a gossip we can [bet] that had something wrong tho start those comments .	bet	0	0	ccomp_VTENSED=>mark-that	0	ccomp_VTENSED=>mark-that	0	946	#
start	16	Even if it 's just a gossip we can bet that had something wrong tho [start] those comments .	start	0	0	dobj_N	0	dobj_N	0	946	#
continue	5	I encourage you to [continue] your support in respect of my presidency .	continue	0	0	dobj_N	0	dobj_N	0	948	#
find	2	I [find] my english is very bad .	find	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	949	#
is	5	I find my english [is] very bad .	be	0	0	acomp	0	acomp	0	949	#
live	3	They are [live] in Liaoning .	live	0	0	prep=>pobj	in	prep=>pobj	in	951	#
have	3	"I always [have] good food , drink and a place to rest my body after a hard working day ."	have	0	0	dobj_N	0	dobj_N	0	952	#
rest	12	"I always have good food , drink and a place to [rest] my body after a hard working day ."	rest	0	0	dobj_N	0	dobj_N	0	952	#
happen	4	And what will [happen] to our jobs and to our future generations ?	happen	0	0	prep=>pobj	to	prep=>pobj	to	954	#
came	4	Then the progress [came] and they loose their home .	come	0	0	su	0	su	0	955	#
studdied	5	After the highschool I [studdied] mathematic .	study	0	0	dobj_N	0	dobj_N	0	956	#
buy	9	"He likes the things cheap and you can [buy] books , flowers or chocolates with their $ 10 ."	buy	0	0	dobj_N	0	dobj_N	0	957	#
is	2	There [is] a shower and closet .	be	0	0	xcomp_N	0	xcomp_N	0	958	#
go	2	"Then [go] along Liverpool Rd. , turn left at Green Ave."	go	0	0	prep=>pobj	along	prep=>pobj	along	959	#
have	11	"First of all , the members of our family usually [have] long walks in the country ."	have	0	0	dobj_N	0	dobj_N	0	960	#
wearing	4	My sons are [wearing] both a brown shirt and green pants .	wear	0	0	dobj_N	0	dobj_N	0	961	#
is	2	It [is] a great pleasure for us from blue sky that we can inform our shareholders and clients of a change to the companie 's logo .	be	0	0	xcomp_N	0	xcomp_N	0	962	#
have	2	I [have] a nice cat .	have	0	0	dobj_N	0	dobj_N	0	963	#
are	2	There [are] the 13 teachers and the heardteacher .	be	0	0	xcomp_N	0	xcomp_N	0	965	#
have	3	I always [have] meetings but I never go on business trips .	have	0	0	dobj_N	0	dobj_N	0	966	#
go	8	I always have meetings but I never [go] on business trips .	go	0	0	prep=>pobj	on	prep=>pobj	on	966	#
reschedule	3	Can we [reschedule] another time ?	reschedule	0	0	dobj_N	0	dobj_N	0	967	#
had	2	I [had] a ice-cream which was too sweet .	have	0	0	dobj_N	0	dobj_N	0	969	#
was	6	I had a ice-cream which [was] too sweet .	be	0	0	acomp	0	acomp	0	969	#
think	2	I [think] I 'll be better in a few days .	think	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	970	#
love	2	I [love] dancing and listening to music so we could make a fun party with great music and dance gypsy preference .	love	0	0	xcomp_VING	0	xcomp_VING	0	971	#
dancing	3	I love [dancing] and listening to music so we could make a fun party with great music and dance gypsy preference .	dance	0	0	su	0	su	0	971	#
listening	5	I love dancing and [listening] to music so we could make a fun party with great music and dance gypsy preference .	listen	0	0	prep=>pobj	to	prep=>pobj	to	971	#
believe	2	I [believe] I will be remarkable asset to your company .	believe	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	972	#
be	5	I believe I will [be] remarkable asset to your company .	be	0	0	xcomp_N	0	xcomp_N	0	972	#
find	5	They are useful to [find] out more about options for future work .	find	0	0	dobj_N:prt	out	dobj_N:prt	out	974	#
manager	5	"The job duties include [manager] people , handle conflict and also work hard all day to be better than other companies on our field ."	manage	0	0	dobj_N	0	dobj_N	0	975	[manager] should be [managing]
handle	8	"The job duties include manager people , [handle] conflict and also work hard all day to be better than other companies on our field ."	handle	0	0	dobj_N	0	dobj_N	0	975	#
be	17	"The job duties include manager people , handle conflict and also work hard all day to [be] better than other companies on our field ."	be	0	0	acomp	0	acomp	0	975	#
clean	3	Sometimes I [clean] the desk and mop the floor .	clean	0	0	dobj_N	0	dobj_N	0	976	#
mop	7	Sometimes I clean the desk and [mop] the floor .	mop	0	0	dobj_N	0	dobj_N	0	976	#
play	2	We [play] soccer and ran on the beach to warm up .	play	0	0	dobj_N	0	dobj_N	0	980	#
warm	10	We play soccer and ran on the beach to [warm] up .	warm	0	0	prt	up	prt	up	980	#
said	3	My doctor [said] I should n't go out and meet people .	say	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	981	#
meet	10	My doctor said I should n't go out and [meet] people .	meet	0	0	dobj_N	0	dobj_N	0	981	#
is	3	"My father [is] fairly fat , has short , brown hair and big blue eyes ."	be	0	0	acomp	0	acomp	0	983	#
has	7	"My father is fairly fat , [has] short , brown hair and big blue eyes ."	have	0	0	dobj_N	0	dobj_N	0	983	#
do	3	I will [do] a volunteer work and get new experiences on my vacations .	do	0	0	dobj_N	0	dobj_N	0	984	#
get	8	I will do a volunteer work and [get] new experiences on my vacations .	get	0	0	dobj_N	0	dobj_N	0	984	#
have	4	"Thirdly , you [have] to get better at time management and you have to be on time for meetings ."	have	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	985	#
get	6	"Thirdly , you have to [get] better at time management and you have to be on time for meetings ."	get	0	0	acomp	0	acomp	0	985	#
have	13	"Thirdly , you have to get better at time management and you [have] to be on time for meetings ."	have	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	985	#
go	3	I usually [go] home late .	go	0	0	prt	home	prt	home	986	#
am	8	My name is Norbert Juergens and I [am] your candidate for the council president .	be	0	0	xcomp_N	0	xcomp_N	0	987	#
does	2	Granny [does] the laundry every Tuesday afternoon .	do	0	0	dobj_N	0	dobj_N	0	989	#
settle	5	Experienced watch buyers will [settle] for nothing less than the highest standards in luxury craftsmanship from the world 's most desirable brands .	settle	0	0	prep=>pobj	for	prep=>pobj	for	991	#
apply	4	What does it [apply] to ?	apply	0	0	prep=>pobj	to	prep=>pobj	to	992	#
sit	2	I [sit] at the desk all day .	sit	0	0	prep=>pobj	at	prep=>pobj	at	994	#
want	3	Also I [want] to study online for the joy of learning .	want	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	995	#
's	4	In winter it ['s] cold and sometimes sunny .	be	0	0	acomp	0	acomp	0	996	#
is	6	The body language in Russia [is] very similar with American one .	be	0	0	acomp	0	acomp	0	997	#
is	2	This [is] probably the most suitable job that I 've found for you .	be	0	0	xcomp_N	0	xcomp_N	0	999	#
found	11	This is probably the most suitable job that I 've [found] for you .	find	0	0	dobj_N:prep=>pobj	for	dobj_N:prep=>pobj	for	999	#
got	3	"There I [got] a proper training in such subjects as English , literature and world culture ."	get	0	0	dobj_N	0	dobj_N	0	1000	#
talking	8	I like going to the movies and talking online .	talk	0	0	su	0	su	0	711	#
be	20	"I 'll admit that , for once , I believe the British should make a new adaptation which would be hilarious ."	be	0	0	acomp	0	acomp	0	77	#
Developing	1	Developing individual fitness program is a passion for me .	develop	0	0	dobj_N	0	dobj_N	0	110	#
encourage	2	I encourage you to continue your support in respect of my presidency .	encourage	0	0	dobj_N:xcomp_VBARE=>aux_TO	0	dobj_N:xcomp_VBARE=>aux_TO	0	948	#
